关卡,关卡序号,配置序号,单位名称,单位原生ID,单位等级,标签,装备槽,装备中文名,装备原生ID,配置路径
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,1,狂战斧,item_bfury,levels/ch27/enemies/3/items/1
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,2,幻影斧,item_manta,levels/ch27/enemies/3/items/2
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/3/items/3
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,4,撒旦之邪力,item_satanic,levels/ch27/enemies/3/items/4
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,1,狂战斧,item_bfury,levels/ch27/enemies/4/items/1
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,2,闪烁匕首,item_blink,levels/ch27/enemies/4/items/2
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/4/items/3
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,4,深渊之刃,item_abyssal_blade,levels/ch27/enemies/4/items/4
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,1,微光披风,item_glimmer_cape,levels/ch27/enemies/5/items/1
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,2,闪烁匕首,item_blink,levels/ch27/enemies/5/items/2
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/5/items/3
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/5/items/4
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,1,闪烁匕首,item_blink,levels/ch27/enemies/6/items/1
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,2,希瓦的守护,item_shivas_guard,levels/ch27/enemies/6/items/2
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/6/items/3
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/6/items/4
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,1,微光披风,item_glimmer_cape,levels/ch27/enemies/7/items/1
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,2,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/7/items/2
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/7/items/3
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,4,玲珑心,item_octarine_core,levels/ch27/enemies/7/items/4
ch28,28,1,半人马战行者,npc_dota_hero_centaur,29,hero,1,闪烁匕首,item_blink,levels/ch28/enemies/1/items/1
ch28,28,1,半人马战行者,npc_dota_hero_centaur,29,hero,2,刃甲,item_blade_mail,levels/ch28/enemies/1/items/2
ch28,28,1,半人马战行者,npc_dota_hero_centaur,29,hero,3,洞察烟斗,item_pipe,levels/ch28/enemies/1/items/3
ch28,28,1,半人马战行者,npc_dota_hero_centaur,29,hero,4,恐鳌之心,item_heart,levels/ch28/enemies/1/items/4
ch28,28,2,敌法师,npc_dota_hero_antimage,29,hero,1,狂战斧,item_bfury,levels/ch28/enemies/2/items/1
ch28,28,2,敌法师,npc_dota_hero_antimage,29,hero,2,幻影斧,item_manta,levels/ch28/enemies/2/items/2
ch28,28,2,敌法师,npc_dota_hero_antimage,29,hero,3,深渊之刃,item_abyssal_blade,levels/ch28/enemies/2/items/3
ch28,28,2,敌法师,npc_dota_hero_antimage,29,hero,4,斯嘉蒂之眼,item_skadi,levels/ch28/enemies/2/items/4
ch28,28,3,幻影长矛手,npc_dota_hero_phantom_lancer,29,hero,1,散魂剑,item_disperser,levels/ch28/enemies/3/items/1
ch28,28,3,幻影长矛手,npc_dota_hero_phantom_lancer,29,hero,2,幻影斧,item_manta,levels/ch28/enemies/3/items/2
ch28,28,3,幻影长矛手,npc_dota_hero_phantom_lancer,29,hero,3,恐鳌之心,item_heart,levels/ch28/enemies/3/items/3
ch28,28,3,幻影长矛手,npc_dota_hero_phantom_lancer,29,hero,4,蝴蝶,item_butterfly,levels/ch28/enemies/3/items/4
ch28,28,4,圣堂刺客,npc_dota_hero_templar_assassin,29,hero,1,黯灭,item_desolator,levels/ch28/enemies/4/items/1
ch28,28,4,圣堂刺客,npc_dota_hero_templar_assassin,29,hero,2,闪烁匕首,item_blink,levels/ch28/enemies/4/items/2
ch28,28,4,圣堂刺客,npc_dota_hero_templar_assassin,29,hero,3,黑皇杖,item_black_king_bar,levels/ch28/enemies/4/items/3
ch28,28,4,圣堂刺客,npc_dota_hero_templar_assassin,29,hero,4,代达罗斯之殇,item_greater_crit,levels/ch28/enemies/4/items/4
ch28,28,5,神谕者,npc_dota_hero_oracle,29,hero,1,微光披风,item_glimmer_cape,levels/ch28/enemies/5/items/1
ch28,28,5,神谕者,npc_dota_hero_oracle,29,hero,2,清莲宝珠,item_lotus_orb,levels/ch28/enemies/5/items/2
ch28,28,5,神谕者,npc_dota_hero_oracle,29,hero,3,卫士胫甲,item_guardian_greaves,levels/ch28/enemies/5/items/3
ch28,28,5,神谕者,npc_dota_hero_oracle,29,hero,4,永恒之盘,item_aeon_disk,levels/ch28/enemies/5/items/4
ch28,28,6,潮汐猎人,npc_dota_hero_tidehunter,29,hero,1,闪烁匕首,item_blink,levels/ch28/enemies/6/items/1
ch28,28,6,潮汐猎人,npc_dota_hero_tidehunter,29,hero,2,洞察烟斗,item_pipe,levels/ch28/enemies/6/items/2
ch28,28,6,潮汐猎人,npc_dota_hero_tidehunter,29,hero,3,卫士胫甲,item_guardian_greaves,levels/ch28/enemies/6/items/3
ch28,28,6,潮汐猎人,npc_dota_hero_tidehunter,29,hero,4,刷新球,item_refresher,levels/ch28/enemies/6/items/4
ch28,28,7,戴泽,npc_dota_hero_dazzle,29,hero,1,卫士胫甲,item_guardian_greaves,levels/ch28/enemies/7/items/1
ch28,28,7,戴泽,npc_dota_hero_dazzle,29,hero,2,清莲宝珠,item_lotus_orb,levels/ch28/enemies/7/items/2
ch28,28,7,戴泽,npc_dota_hero_dazzle,29,hero,3,微光披风,item_glimmer_cape,levels/ch28/enemies/7/items/3
ch28,28,7,戴泽,npc_dota_hero_dazzle,29,hero,4,邪恶镰刀,item_sheepstick,levels/ch28/enemies/7/items/4
ch29,29,1,钢背兽,npc_dota_hero_bristleback,30,hero,1,血精石,item_bloodstone,levels/ch29/enemies/1/items/1
ch29,29,1,钢背兽,npc_dota_hero_bristleback,30,hero,2,永世法衣,item_eternal_shroud,levels/ch29/enemies/1/items/2
ch29,29,1,钢背兽,npc_dota_hero_bristleback,30,hero,3,希瓦的守护,item_shivas_guard,levels/ch29/enemies/1/items/3
ch29,29,1,钢背兽,npc_dota_hero_bristleback,30,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch29/enemies/1/items/4
ch29,29,2,影魔,npc_dota_hero_nevermore,30,hero,1,飓风长戟,item_hurricane_pike,levels/ch29/enemies/2/items/1
ch29,29,2,影魔,npc_dota_hero_nevermore,30,hero,2,代达罗斯之殇,item_greater_crit,levels/ch29/enemies/2/items/2
ch29,29,2,影魔,npc_dota_hero_nevermore,30,hero,3,黑皇杖,item_black_king_bar,levels/ch29/enemies/2/items/3
ch29,29,2,影魔,npc_dota_hero_nevermore,30,hero,4,撒旦之邪力,item_satanic,levels/ch29/enemies/2/items/4
ch29,29,3,死亡先知,npc_dota_hero_death_prophet,30,hero,1,风之杖,item_wind_waker,levels/ch29/enemies/3/items/1
ch29,29,3,死亡先知,npc_dota_hero_death_prophet,30,hero,2,散慧对剑,item_kaya_and_sange,levels/ch29/enemies/3/items/2
ch29,29,3,死亡先知,npc_dota_hero_death_prophet,30,hero,3,黑皇杖,item_black_king_bar,levels/ch29/enemies/3/items/3
ch29,29,3,死亡先知,npc_dota_hero_death_prophet,30,hero,4,希瓦的守护,item_shivas_guard,levels/ch29/enemies/3/items/4
ch29,29,4,瘟疫法师,npc_dota_hero_necrolyte,30,hero,1,散慧对剑,item_kaya_and_sange,levels/ch29/enemies/4/items/1
ch29,29,4,瘟疫法师,npc_dota_hero_necrolyte,30,hero,2,永世法衣,item_eternal_shroud,levels/ch29/enemies/4/items/2
ch29,29,4,瘟疫法师,npc_dota_hero_necrolyte,30,hero,3,希瓦的守护,item_shivas_guard,levels/ch29/enemies/4/items/3
ch29,29,4,瘟疫法师,npc_dota_hero_necrolyte,30,hero,4,恐鳌之心,item_heart,levels/ch29/enemies/4/items/4
ch29,29,5,巫妖,npc_dota_hero_lich,30,hero,1,微光披风,item_glimmer_cape,levels/ch29/enemies/5/items/1
ch29,29,5,巫妖,npc_dota_hero_lich,30,hero,2,原力法杖,item_force_staff,levels/ch29/enemies/5/items/2
ch29,29,5,巫妖,npc_dota_hero_lich,30,hero,3,永恒之盘,item_aeon_disk,levels/ch29/enemies/5/items/3
ch29,29,5,巫妖,npc_dota_hero_lich,30,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch29/enemies/5/items/4
ch29,29,6,斯拉达,npc_dota_hero_slardar,30,hero,1,闪烁匕首,item_blink,levels/ch29/enemies/6/items/1
ch29,29,6,斯拉达,npc_dota_hero_slardar,30,hero,2,鱼叉,item_harpoon,levels/ch29/enemies/6/items/2
ch29,29,6,斯拉达,npc_dota_hero_slardar,30,hero,3,黑皇杖,item_black_king_bar,levels/ch29/enemies/6/items/3
ch29,29,6,斯拉达,npc_dota_hero_slardar,30,hero,4,强袭胸甲,item_assault,levels/ch29/enemies/6/items/4
ch29,29,7,莱恩,npc_dota_hero_lion,30,hero,1,闪烁匕首,item_blink,levels/ch29/enemies/7/items/1
ch29,29,7,莱恩,npc_dota_hero_lion,30,hero,2,原力法杖,item_force_staff,levels/ch29/enemies/7/items/2
ch29,29,7,莱恩,npc_dota_hero_lion,30,hero,3,永恒之盘,item_aeon_disk,levels/ch29/enemies/7/items/3
ch29,29,7,莱恩,npc_dota_hero_lion,30,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch29/enemies/7/items/4
ch30,30,1,冥魂大帝,npc_dota_hero_skeleton_king,30,boss,1,相位鞋,item_phase_boots,levels/ch30/enemies/1/items/1
ch30,30,1,冥魂大帝,npc_dota_hero_skeleton_king,30,boss,2,莫尔迪基安的臂章,item_armlet,levels/ch30/enemies/1/items/2
ch30,30,1,冥魂大帝,npc_dota_hero_skeleton_king,30,boss,3,黯灭,item_desolator,levels/ch30/enemies/1/items/3
ch30,30,1,冥魂大帝,npc_dota_hero_skeleton_king,30,boss,4,黑皇杖,item_black_king_bar,levels/ch30/enemies/1/items/4
ch30,30,1,冥魂大帝,npc_dota_hero_skeleton_king,30,boss,5,强袭胸甲,item_assault,levels/ch30/enemies/1/items/5
